Port,Protocol,Count
62438,tcp,5
43971,other,1
25205,udp,2
52522,udp,1
23655,other,3
31765,udp,2
16390,other,2
9339,tcp,1
12001,udp,1
23787,udp,3
12369,tcp,2
14389,udp,3
45939,tcp,6
46901,other,3
50502,tcp,1
19320,other,2
21767,tcp,3
20951,other,1
37558,udp,2
58646,udp,2
4285,other,1
1402,other,6
45610,tcp,5
30845,tcp,1
1549,udp,3
59178,tcp,2
44588,other,1
22995,udp,4
52248,other,2
5162,other,2
64901,tcp,2
59486,udp,2
34118,udp,3
7390,tcp,3
56826,tcp,3
4537,other,4
39604,udp,2
13823,other,5
61184,tcp,1
14557,other,2
26448,tcp,4
2921,tcp,2
22217,other,4
31317,other,4
41635,tcp,3
32677,tcp,1
18872,tcp,1
43242,udp,3
12372,other,3
26081,other,3
8547,tcp,2
8644,tcp,3
32237,tcp,5
39473,udp,3
13694,udp,2
21021,tcp,1
39570,udp,2
2413,udp,1
32888,udp,4
41978,tcp,3
26425,udp,5
16778,udp,1
29606,tcp,5
39580,tcp,2
53347,other,2
58113,tcp,1
46956,udp,2
44639,udp,5
9767,tcp,3
25351,other,2
43516,udp,3
48125,udp,2
12630,other,3
27532,other,4
33011,other,1
52591,other,4
55503,tcp,3
49248,udp,3
30122,other,4
55308,other,3
20324,tcp,2
19872,other,3
25194,tcp,6
5781,udp,3
6029,other,4
29459,other,4
53017,udp,1
43990,tcp,2
68,other,2
52545,tcp,4
64687,other,4
36363,other,1
16047,other,4
43147,tcp,2
34592,tcp,2
17809,tcp,2
64295,tcp,2
24461,tcp,2
31542,tcp,4
34700,udp,2
51055,other,3
503,other,1
40940,tcp,3
59424,other,3
47796,tcp,3
11874,tcp,1
2162,tcp,4
39060,other,1
3108,udp,3
62415,udp,4
56067,tcp,5
61943,tcp,1
26648,tcp,2
7140,udp,3
44308,udp,3
50868,udp,2
501,other,2
2851,tcp,6
35976,tcp,1
48871,udp,2
15691,tcp,3
11977,other,3
58268,tcp,4
19713,tcp,1
26879,other,2
43362,tcp,3
44944,other,1
41223,other,3
35433,other,2
59846,other,4
42435,other,3
31978,other,1
61623,udp,2
6207,udp,2
52604,other,1
56366,other,1
52640,udp,2
64026,other,4
25584,tcp,2
44685,tcp,2
28422,tcp,4
62436,other,6
2508,other,3
34982,tcp,1
42332,udp,7
20098,tcp,2
23587,udp,6
18912,other,4
52225,udp,4
40954,other,4
62282,other,4
15740,udp,4
54829,udp,2
13597,udp,1
38913,other,1
49663,udp,2
56659,udp,2
44727,other,2
10121,other,4
49817,tcp,3
45869,tcp,3
19655,other,2
38100,other,1
64945,other,4
24071,tcp,1
8085,tcp,5
10062,tcp,3
31180,other,1
10690,tcp,1
49309,udp,7
19107,other,3
61887,other,5
60061,tcp,5
5296,udp,4
50594,udp,3
10111,udp,6
13481,udp,3
43455,udp,3
35855,other,5
52853,udp,4
51102,udp,5
20607,udp,1
11209,udp,5
40286,udp,1
16403,other,3
41119,other,2
22121,udp,3
6711,other,3
16435,udp,2
61091,udp,3
4202,other,5
43628,other,2
58018,udp,1
61873,tcp,3
39701,udp,3
4410,tcp,3
20168,tcp,1
20583,tcp,3
11649,other,4
3974,tcp,1
12439,tcp,3
53455,tcp,2
65325,other,3
40193,tcp,2
53729,tcp,3
50938,udp,6
27428,other,3
8301,tcp,1
57453,udp,3
8393,udp,4
26863,tcp,1
35418,tcp,4
8109,udp,6
41955,udp,4
17465,tcp,1
7070,udp,2
58101,other,3
1694,other,2
22214,tcp,5
37820,tcp,3
19768,other,4
20953,other,2
31612,tcp,4
51730,udp,3
38079,other,4
33346,other,4
65206,tcp,5
26328,udp,1
65298,udp,1
29124,other,2
39142,udp,4
35726,udp,4
54082,udp,2
16731,other,2
58433,udp,4
41732,tcp,3
24510,udp,4
57961,tcp,1
63480,udp,3
1716,tcp,1
32985,udp,6
33459,other,4
5497,other,3
28185,udp,1
25686,other,2
32334,tcp,5
49035,udp,2
8952,udp,1
15112,udp,4
2316,udp,1
21502,other,2
53706,udp,2
26235,other,2
36404,other,3
3546,tcp,3
62345,udp,3
26578,tcp,3
28744,other,5
52475,tcp,4
9897,tcp,3
62853,tcp,1
19024,tcp,4
29939,other,2
4669,tcp,2
28788,udp,1
11185,tcp,2
29819,tcp,4
44057,tcp,3
12526,other,5
48591,other,4
7270,udp,2
50179,udp,3
57337,other,1
10714,udp,6
26900,other,2
16342,tcp,1
15854,other,2
8555,other,4
23177,other,5
25633,udp,2
31211,tcp,3
43870,udp,1
30081,other,3
13066,udp,5
34472,udp,5
35968,other,4
9647,udp,4
3439,udp,5
16235,udp,2
48340,udp,6
49686,tcp,2
31862,udp,2
27880,udp,3
35768,other,2
37796,udp,1
24900,udp,4
62996,tcp,3
56436,tcp,2
11316,tcp,4
62368,udp,2
34816,udp,4
5320,tcp,1
61183,other,2
597,other,1
37773,tcp,2
1046,other,2
11339,udp,2
48563,udp,2
10016,tcp,1
48055,udp,3
4852,other,6
50335,udp,4
6046,other,3
8288,other,3
5343,udp,1
56459,udp,5
5971,tcp,1
32590,other,3
54898,tcp,1
46520,tcp,4
40725,udp,3
40250,other,4
37122,tcp,1
43682,tcp,2
40839,other,3
1939,udp,2
13258,other,1
34034,tcp,2
59899,tcp,3
20737,udp,2
17785,tcp,2
52960,udp,3
39793,tcp,9
28575,udp,2
10370,tcp,3
19297,tcp,2
21837,tcp,2
36732,other,2
5994,udp,4
11459,tcp,3
20714,tcp,2
64388,udp,7
63379,other,2
11316,other,2
7010,other,4
10621,tcp,1
28375,tcp,3
58707,tcp,1
8004,udp,2
45352,other,5
57961,udp,1
11975,other,4
53012,other,1
39165,udp,3
23742,other,3
29829,tcp,3
40702,tcp,5
15371,tcp,2
14709,other,1
47492,other,1
48540,tcp,2
37249,other,5
48410,other,3
19606,udp,2
37653,udp,2
13351,tcp,3
63629,other,4
36048,other,2
37145,udp,2
20537,tcp,3
55969,other,1
46803,other,5
28388,other,3
19222,other,4
46543,udp,1
11967,tcp,2
21280,tcp,4
54213,other,2
19177,udp,4
31304,tcp,2
10393,udp,2
55941,udp,2
34057,udp,4
13231,udp,9
47643,tcp,1
18990,udp,4
37973,udp,1
55313,tcp,1
2028,other,4
47889,udp,3
50106,other,5
8832,udp,1
18012,other,1
32772,tcp,4
45885,other,2
57133,udp,5
18671,other,6
4104,other,5
43432,tcp,1
1946,other,3
1739,tcp,2
42079,other,1
57110,tcp,3
55690,udp,1
33826,other,5
63492,other,3
10501,udp,3
55182,udp,2
6917,tcp,4
6092,other,2
41825,tcp,2
47294,other,2
16212,udp,2
6812,udp,4
24952,other,1
49142,other,2
18232,udp,3
14948,tcp,3
21146,other,2
64993,udp,2
34558,other,3
34792,tcp,3
42446,other,4
42218,other,3
18482,udp,4
61530,udp,5
11062,other,3
16317,tcp,2
34284,tcp,2
25715,tcp,1
5463,tcp,1
61137,other,2
55595,udp,1
23374,tcp,4
16602,tcp,1
11767,udp,2
3759,tcp,4
29698,udp,4
47038,tcp,3
62419,other,3
25418,udp,3
30755,other,2
64711,tcp,3
19829,udp,2
55423,other,1
18558,other,1
27630,udp,5
31432,other,3
8538,other,4
10644,udp,2
26218,other,3
30007,other,2
8220,other,4
3003,udp,3
46292,udp,2
3951,tcp,2
10085,tcp,1
44377,tcp,4
60856,udp,5
57817,other,2
49688,other,2
49250,tcp,2
53775,tcp,4
51458,udp,3
9577,tcp,1
42281,other,2
60025,other,3
62101,other,10
9739,other,2
57348,other,8
52365,other,5
6158,tcp,3
14188,other,3
58671,udp,1
52322,tcp,3
16697,other,2
10919,other,2
6088,tcp,4
10765,other,3
13764,tcp,5
60548,tcp,5
49929,other,2
21796,other,2
36698,other,4
4599,udp,3
31965,other,1
27560,udp,1
47200,other,2
21894,other,6
27122,udp,3
56779,udp,5
47518,other,4
63112,udp,1
3108,tcp,1
61704,other,4
1619,udp,2
42819,udp,3
64165,udp,1
64580,udp,2
8762,udp,1
46200,tcp,2
53816,other,2
40598,other,2
53662,other,3
19616,udp,2
25394,tcp,2
5023,udp,2
61550,other,1
15106,other,2
21447,udp,5
46197,udp,2
53890,other,6
12049,udp,4
46282,other,1
10324,udp,4
61720,tcp,1
14758,udp,3
65488,tcp,1
10301,tcp,1
56849,tcp,2
17027,tcp,2
39971,other,5
18162,udp,4
64673,udp,4
59617,udp,6
39312,other,1
2413,tcp,3
50669,other,1
51966,other,8
64650,tcp,5
51307,other,8
12048,other,2
54152,udp,6
20417,udp,4
34354,tcp,2
63550,udp,4
11139,tcp,3
28255,udp,4
43752,tcp,4
38674,other,2
63042,udp,1
62758,tcp,2
17615,other,4
64142,tcp,2
11019,udp,2
18925,other,1
48791,other,3
38245,tcp,1
5902,tcp,3
59130,tcp,1
5143,tcp,2
30983,other,2
54872,other,2
18825,other,3
16755,tcp,2
64022,udp,2
43376,other,2
43491,other,3
26768,tcp,3
55382,tcp,3
12641,tcp,4
16316,other,1
57879,tcp,5
51778,udp,2
62195,other,1
22291,other,3
47866,tcp,4
60926,udp,3
52517,other,4
55275,udp,3
11897,tcp,3
5749,other,1
64589,other,2
41909,udp,2
43775,udp,2
41007,udp,1
22445,other,2
27178,other,3
48728,other,2
30105,other,1
47108,tcp,2
38268,udp,1
47358,tcp,1
28790,tcp,2
13161,udp,4
59759,other,2
19392,tcp,2
32795,udp,2
3186,other,3
16625,udp,1
28032,udp,4
23397,udp,3
56722,other,3
49273,udp,1
56720,other,1
17461,other,3
60418,udp,2
50405,udp,3
15502,udp,3
2256,other,2
37430,udp,3
4871,udp,1
1395,tcp,2
14415,udp,2
19759,udp,2
46436,other,3
2482,tcp,2
51528,udp,3
838,other,4
38468,tcp,2
19970,other,5
25938,other,5
64924,udp,5
20595,other,5
32616,other,5
11554,tcp,3
25738,udp,1
20952,tcp,3
5250,tcp,3
25503,other,3
29629,udp,5
5695,other,3
48150,udp,2
7627,tcp,3
55526,udp,2
5000,tcp,1
46128,udp,1
18921,udp,2
26994,other,1
50274,udp,3
36720,tcp,3
27191,tcp,2
31234,tcp,1
61920,tcp,3
31257,udp,4
64295,udp,4
10880,other,1
64272,tcp,2
50525,tcp,4
17878,udp,1
61315,udp,1
23813,udp,3
23787,tcp,2
3416,udp,3
2343,other,4
3555,other,4
21090,udp,2
23159,tcp,1
25953,udp,1
61943,udp,2
62783,udp,3
31862,tcp,5
6396,udp,1
25302,tcp,1
60418,tcp,2
21139,tcp,2
56481,other,4
7889,other,1
64141,other,2
41778,udp,3
65353,other,6
13920,udp,1
13894,tcp,1
46613,tcp,1
6018,other,5
58363,tcp,6
25194,udp,3
34723,udp,2
44042,other,2
40632,tcp,2
8393,tcp,1
49593,tcp,2
27973,udp,4
35846,udp,1
27322,tcp,4
41755,tcp,1
7293,udp,3
10006,other,1
40655,udp,2
53385,udp,1
52522,tcp,2
39758,other,2
35823,tcp,1
14389,tcp,1
45939,udp,4
32516,other,1
47418,other,3
15858,tcp,2
51848,tcp,2
14807,other,2
37347,other,1
28475,other,2
9585,other,1
3536,tcp,3
16755,udp,6
58018,tcp,2
22193,other,3
55252,tcp,4
25171,tcp,5
60340,other,2
20749,other,2
36743,udp,5
31065,other,1
20193,udp,1
65419,udp,4
61184,udp,3
27345,udp,3
13571,other,1
1859,other,8
14783,other,1
58991,tcp,3
18575,udp,3
26448,udp,2
2921,udp,3
43147,udp,2
34592,udp,4
24628,tcp,1
41635,udp,1
6613,other,3
12321,udp,4
51291,udp,3
52615,other,6
26091,udp,3
52363,other,1
8547,udp,2
38398,udp,1
49617,udp,4
60618,tcp,1
5273,udp,3
41978,udp,2
26425,tcp,4
62415,tcp,1
58646,tcp,4
58113,udp,1
31742,udp,3
36165,other,2
13573,other,2
22344,udp,1
37095,other,2
49248,tcp,3
21233,other,4
34210,other,2
28468,udp,5
59857,other,3
4989,tcp,1
47179,other,1
26550,other,1
29685,other,4
3666,tcp,3
37866,udp,6
29026,other,1
37215,tcp,1
6527,udp,4
53017,tcp,1
57932,other,5
43990,udp,2
52545,udp,3
18673,other,3
53668,udp,5
61109,other,4
57098,other,3
32275,other,1
41127,tcp,2
16555,udp,2
40381,udp,4
34700,tcp,5
22191,other,2
2721,udp,3
40940,udp,2
47796,udp,3
5686,tcp,4
2162,udp,1
39570,tcp,5
6700,other,3
26333,other,6
26648,udp,3
7228,other,3
26802,other,2
39580,udp,3
57523,tcp,2
48125,tcp,4
16162,other,1
44955,other,2
35538,tcp,2
51089,tcp,4
24639,other,2
59486,tcp,3
20324,udp,3
60487,tcp,2
27122,tcp,4
19047,tcp,4
34123,other,2
49025,other,2
10667,other,1
11624,tcp,2
4789,tcp,3
50179,tcp,4
17809,udp,5
23718,tcp,1
44685,udp,3
61600,udp,2
25569,other,4
50594,tcp,3
36632,other,1
33913,other,2
14189,tcp,4
45252,other,3
31404,other,1
30668,other,4
9647,tcp,1
62688,tcp,5
11209,tcp,2
898,udp,4
32842,tcp,1
44959,udp,3
42533,other,3
47266,other,3
25610,udp,3
50868,tcp,2
23444,tcp,2
44308,tcp,1
46956,tcp,6
43745,other,3
48478,other,2
3546,udp,3
56138,other,4
2092,udp,1
55056,other,2
48220,udp,3
542,udp,3
16949,other,5
57203,udp,3
247,tcp,2
23029,tcp,3
44057,udp,2
13551,tcp,6
52132,udp,3
1809,tcp,2
32427,tcp,2
35287,udp,1
50938,tcp,4
41196,tcp,3
58776,tcp,3
28445,tcp,2
16164,other,2
60061,udp,4
11431,other,3
58799,udp,4
15204,other,5
34164,udp,2
20303,other,6
52202,udp,2
3553,other,4
8324,tcp,1
23587,tcp,1
20607,tcp,3
25036,other,5
40286,tcp,4
5403,other,5
14735,tcp,4
54829,tcp,3
14069,udp,3
12251,udp,3
65225,other,2
41236,other,2
23467,udp,3
57565,other,1
39701,tcp,1
41895,other,4
32865,udp,4
49817,udp,2
40024,other,2
57831,udp,1
8286,other,3
24071,udp,3
17713,other,3
39035,udp,2
53729,udp,4
20836,other,5
48433,udp,6
62002,tcp,4
57453,tcp,2
53575,other,1
26863,udp,2
35418,udp,3
32357,tcp,5
8109,tcp,3
59060,udp,3
8524,tcp,4
49309,tcp,3
41955,tcp,4
7070,tcp,3
37843,tcp,1
49378,tcp,1
5401,other,4
10714,tcp,2
49793,tcp,1
39450,udp,4
18552,tcp,4
51066,other,3
3689,udp,3
19883,other,3
62438,udp,3
7910,other,5
22190,tcp,2
39142,tcp,3
13066,tcp,3
49686,udp,2
32985,tcp,2
9204,other,4
49035,tcp,1
53706,tcp,4
14828,udp,2
22121,tcp,1
53798,udp,2
61091,tcp,4
13374,udp,2
3323,tcp,5
31327,udp,5
22772,udp,2
14046,tcp,3
12361,other,5
61873,udp,9
26578,udp,1
14809,other,5
41234,other,1
35422,other,2
62853,udp,3
3974,udp,4
53455,udp,1
47310,udp,2
14605,tcp,2
33574,other,1
48055,tcp,5
7270,tcp,1
17465,udp,1
33572,other,3
27950,tcp,1
22812,other,4
37714,other,2
31063,other,4
28629,other,3
64676,other,4
35218,udp,1
65206,udp,4
22464,tcp,3
35205,other,6
27545,other,3
58433,tcp,4
19806,tcp,1
7912,other,2
48340,tcp,7
53914,other,5
44816,udp,1
30073,udp,1
2292,udp,2
3707,other,2
12959,other,2
22972,udp,2
13574,udp,2
62345,tcp,1
53598,udp,2
58647,other,7
62996,udp,3
41848,udp,5
17374,other,5
52760,udp,4
28788,tcp,4
4669,udp,4
22321,tcp,4
43743,other,6
48476,other,2
8417,udp,1
43362,udp,4
61237,other,2
14853,tcp,3
849,other,5
24485,other,4
30607,tcp,1
13479,udp,2
24971,tcp,3
61505,tcp,5
59248,udp,1
42900,other,3
19606,tcp,2
52828,other,4
25740,udp,3
8027,udp,2
60228,udp,5
3666,other,6
44377,udp,4
45751,tcp,1
65014,other,2
35633,tcp,2
16627,other,3
51612,udp,6
36252,other,1
51520,other,1
18023,other,1
36305,udp,1
29359,other,3
31196,udp,3
65157,udp,2
45703,udp,3
63833,other,1
37796,tcp,5
40594,udp,2
5836,other,2
3049,tcp,2
54319,udp,9
28398,tcp,3
20714,udp,3
47972,other,2
25247,other,3
11316,udp,3
519,udp,2
60686,other,3
59524,other,2
50940,tcp,3
7483,udp,2
41542,tcp,1
18995,other,1
64437,udp,2
34082,other,3
51660,tcp,5
7232,other,3
55039,udp,3
2554,udp,1
22877,udp,3
45604,other,1
60179,tcp,3
19203,tcp,1
42214,udp,3
14094,tcp,1
27189,other,4
46471,tcp,3
20373,other,2
16842,other,2
56377,other,3
54224,other,2
6763,udp,2
3881,other,2
26235,tcp,5
58528,udp,4
12759,udp,3
2689,other,4
31955,udp,3
40730,other,1
62948,tcp,1
29190,udp,3
36037,other,1
33290,tcp,2
21837,udp,3
49960,tcp,3
39842,tcp,4
61448,other,3
8755,other,3
7017,other,2
1785,tcp,2
29724,tcp,2
63668,tcp,3
23305,other,2
16293,tcp,3
8737,tcp,4
59309,other,1
50133,udp,3
15104,other,1
44272,tcp,3
13712,other,1
49716,other,2
48007,udp,3
39167,other,1
51305,other,3
11719,udp,4
1206,tcp,2
52735,udp,2
57761,udp,3
39171,other,3
22332,other,1
58336,other,1
46874,tcp,2
48481,tcp,2
63407,other,3
11767,tcp,2
63270,other,2
54435,other,2
50869,other,5
14883,other,1
16968,udp,2
18784,other,4
52427,tcp,2
58547,other,5
63717,udp,1
57133,tcp,4
1834,udp,3
34293,other,3
37073,tcp,5
42262,tcp,2
43029,tcp,6
5625,other,3
5415,tcp,2
23492,tcp,2
3369,tcp,5
21209,tcp,2
32140,other,2
7778,other,5
1111,udp,3
3120,other,1
43337,udp,3
27417,other,4
53670,tcp,3
40168,udp,4
38926,other,4
18234,other,2
37748,udp,2
270,tcp,6
1509,other,1
53775,udp,4
57405,udp,3
47240,udp,3
42883,other,2
25462,other,1
64117,udp,4
4528,tcp,1
54898,udp,4
2234,udp,4
59902,tcp,1
50323,other,1
13326,udp,1
24651,tcp,1
7578,tcp,4
5273,other,4
61659,other,3
59859,other,3
9385,other,2
20809,tcp,2
50689,udp,1
29877,tcp,4
29574,other,3
13360,other,3
9506,udp,5
56592,other,3
11753,other,2
47757,other,3
59296,tcp,2
36981,udp,3
25691,tcp,3
33539,udp,1
13813,tcp,4
5320,udp,3
60140,other,1
10644,tcp,4
42937,udp,5
27583,udp,3
47968,other,3
34078,other,1
65349,other,2
40726,other,3
58020,tcp,3
20442,tcp,5
11964,other,4
35313,tcp,5
52691,other,1
16490,other,2
54639,udp,1
514,other,4
56588,other,3
51340,tcp,5
6017,udp,2
29148,other,8
63622,other,2
51576,udp,4
61113,other,3
63988,tcp,3
8205,other,1
10324,tcp,4
15086,udp,2
20584,other,2
25371,tcp,1
13145,other,1
25420,udp,1
41222,tcp,3
8347,udp,1
16022,udp,3
43101,udp,4
50620,tcp,3
9737,other,2
7443,other,3
51855,other,3
2710,other,1
41703,other,4
29285,tcp,1
8111,tcp,3
14122,other,1
27421,other,3
8970,other,2
29363,other,3
16416,other,1
60974,udp,3
47594,tcp,3
684,other,1
18944,udp,4
44711,tcp,3
25028,udp,2
6596,udp,4
15881,udp,3
3713,udp,1
42178,udp,1
49640,tcp,4
41055,udp,2
36041,other,1
50108,other,4
51707,tcp,3
1667,udp,1
52617,other,3
22878,other,2
41095,other,2
56944,other,3
13966,tcp,1
59568,udp,5
15654,other,2
16460,tcp,3
20940,other,4
25673,other,1
44224,udp,2
40335,udp,2
54861,other,4
17180,tcp,1
53622,udp,2
55382,udp,3
33267,tcp,5
10952,udp,2
2693,other,2
63055,other,4
38196,tcp,3
5484,other,6
14668,other,1
24308,udp,4
63278,udp,6
19664,udp,2
29829,udp,4
7993,other,3
56992,tcp,2
63042,tcp,2
57808,udp,1
32452,udp,2
50453,udp,2
42309,tcp,2
39355,udp,4
20158,other,2
3441,udp,2
33713,other,4
55526,tcp,4
8420,other,2
8690,tcp,1
65324,udp,2
29557,tcp,2
42617,udp,2
20369,other,3
24484,udp,1
63409,tcp,2
33882,udp,4
16732,tcp,1
61096,other,3
3808,tcp,3
60251,udp,4
15439,other,1
54646,other,4
1526,tcp,6
32144,tcp,4
20162,other,3
16696,tcp,2
6461,other,2
9944,tcp,2
41850,udp,7
33219,udp,1
64924,tcp,1
18742,tcp,1
47422,other,2
48945,other,2
23054,udp,4
52107,tcp,1
9090,udp,1
472,udp,4
38955,tcp,2
54650,other,3
18660,other,2
317,tcp,4
13695,other,4
7898,tcp,3
46128,tcp,3
60346,tcp,3
40607,udp,2
62155,tcp,4
8298,tcp,2
32819,udp,3
31209,udp,3
4600,udp,5
50181,tcp,2
61324,other,3
22117,other,5
47866,udp,2
40941,other,6
4208,tcp,2
19759,tcp,2
9952,other,4
49931,other,3
3075,other,1
38468,udp,3
2649,tcp,4
50319,other,4
62155,udp,1
22416,tcp,3
20998,tcp,2
45013,other,3
12926,tcp,4
50067,other,2
41778,tcp,2
37560,tcp,4
32534,tcp,2
30240,udp,2
61386,tcp,6
48802,udp,4
59400,other,1
53942,tcp,3
35869,udp,1
34008,other,3
45987,udp,4
53314,tcp,1
51896,tcp,2
26068,udp,4
52687,other,6
38761,other,1
64201,udp,6
5556,udp,3
20514,other,3
56197,tcp,2
3807,other,1
6302,tcp,3
25348,udp,2
37915,udp,1
31257,tcp,4
56253,other,3
28742,udp,3
3542,other,3
59012,udp,2
57594,udp,2
47476,udp,3
45248,other,1
43824,tcp,3
17904,udp,5
30488,tcp,3
47381,other,2
20122,tcp,3
258,other,3
63957,other,4
7022,tcp,2
57392,udp,3
36376,other,1
51848,udp,3
56874,udp,2
14333,other,5
31754,other,2
23764,tcp,1
13018,tcp,2
39404,udp,2
23136,tcp,4
14081,other,4
53183,tcp,2
41932,tcp,1
48753,udp,2
25100,udp,3
21470,udp,1
38635,udp,4
3327,other,2
38546,other,3
44544,tcp,1
31304,other,2
61789,tcp,2
31814,tcp,8
65419,tcp,4
54662,tcp,2
725,other,4
33706,udp,1
35466,udp,1
45463,other,5
4256,tcp,1
17298,udp,3
36628,other,3
25976,udp,3
28114,udp,3
33303,tcp,1
26696,udp,5
37512,udp,3
42701,tcp,3
54711,udp,3
27756,other,2
46910,udp,1
16578,udp,1
17855,tcp,3
65138,other,2
59640,udp,1
60618,udp,3
62434,other,3
49522,udp,2
9741,other,4
22,udp,1
41909,tcp,1
59172,other,4
13966,udp,3
48848,tcp,3
22919,other,3
9387,udp,5
5414,other,3
33101,tcp,2
31291,other,2
11203,other,2
38683,tcp,1
47207,other,4
17613,other,1
62581,tcp,2
11803,tcp,1
2992,tcp,1
14366,tcp,2
42879,other,4
45264,tcp,1
63350,udp,1
51089,udp,2
4989,udp,2
48196,udp,3
55206,udp,1
940,other,1
29237,udp,3
53814,other,4
30217,tcp,6
18445,other,3
54437,tcp,3
60571,udp,1
28042,other,2
7782,other,1
37381,udp,1
6455,tcp,2
34426,tcp,2
25028,tcp,3
40655,tcp,3
12072,udp,2
4161,udp,2
31539,other,2
33657,tcp,1
6246,other,2
39675,udp,3
24259,tcp,2
49617,tcp,2
29715,other,1
9526,other,2
62712,tcp,2
15253,udp,2
34669,other,1
11044,tcp,4
64604,udp,4
41222,udp,3
12203,udp,3
52060,tcp,2
58161,udp,1
64709,udp,4
56733,other,6
60487,udp,1
38327,tcp,6
10157,udp,4
55785,tcp,3
36033,udp,3
45039,tcp,1
36589,udp,3
60666,tcp,3
40259,other,1
64028,other,2
10275,tcp,1
56246,udp,3
19439,tcp,2
50228,tcp,5
28837,tcp,1
61804,other,3
28162,tcp,1
18093,other,4
56038,other,2
16486,other,5
2721,tcp,1
473,other,2
59415,udp,2
51020,tcp,4
12374,other,1
32842,udp,3
24651,udp,2
20678,udp,1
30560,tcp,1
12487,udp,4
12251,tcp,2
57226,other,1
30796,udp,1
55916,tcp,7
14533,udp,1
29439,udp,3
59735,other,6
5058,other,2
28078,tcp,3
7567,other,3
63740,udp,2
2834,other,3
4920,udp,3
40474,other,6
46387,tcp,3
43385,udp,2
37607,tcp,3
18801,other,1
22724,udp,2
8904,tcp,2
61694,udp,1
2874,udp,3
13551,udp,3
62984,other,2
45431,udp,3
43732,other,5
32285,udp,3
60300,udp,3
64390,udp,2
12831,udp,4
7191,other,4
9624,tcp,2
41683,udp,6
3594,udp,3
9019,udp,2
38788,tcp,2
20849,other,5
57405,tcp,5
33859,tcp,7
11601,tcp,1
1368,other,4
31280,tcp,3
44959,tcp,1
49012,tcp,2
21398,udp,2
61998,other,5
51173,udp,4
37476,tcp,3
52296,udp,5
43289,other,6
52783,udp,2
26140,udp,2
39522,tcp,1
54342,udp,3
64757,tcp,1
40585,other,3
28470,udp,2
49888,tcp,5
38802,other,1
59107,tcp,5
57689,tcp,3
8501,tcp,5
3877,other,5
54183,other,4
27206,other,4
55359,tcp,5
58848,udp,4
51499,other,3
13374,tcp,5
1583,other,1
54390,tcp,4
64555,tcp,1
40015,udp,2
14046,udp,2
31683,tcp,3
33290,udp,4
23539,tcp,2
15420,tcp,6
63311,other,2
11364,udp,1
42809,other,3
48920,tcp,5
2387,udp,3
48043,other,3
62769,other,1
61115,tcp,2
43517,other,2
3997,udp,1
35146,tcp,3
42890,udp,1
35051,udp,4
22808,other,2
19281,other,4
19119,udp,4
58089,udp,3
49675,other,2
45572,udp,4
3099,other,2
5735,tcp,2
61020,udp,5
54970,udp,2
49793,udp,4
162,other,2
34746,udp,1
28517,udp,3
50534,other,2
43310,other,2
38078,udp,2
31498,other,2
41173,tcp,3
22190,udp,2
34884,other,3
9826,tcp,1
30998,udp,3
11538,other,3
55157,tcp,2
25797,other,3
20762,udp,1
55644,tcp,2
23444,udp,4
22285,tcp,1
198,tcp,3
23288,other,3
22772,tcp,3
21162,tcp,2
23931,udp,3
38837,udp,1
53598,tcp,3
54034,tcp,2
24331,tcp,1
34223,other,1
20275,udp,4
21885,udp,3
46151,udp,4
36843,other,3
28209,tcp,4
10785,udp,1
34334,other,1
5640,udp,1
32937,tcp,3
20004,udp,2
22321,udp,1
9067,tcp,5
33492,udp,3
27263,udp,3
26507,tcp,4
6858,tcp,2
54009,other,2
29001,tcp,3
36661,udp,4
17109,tcp,2
18719,tcp,1
58762,other,2
5248,tcp,2
34259,udp,1
46826,udp,3
25740,tcp,3
3689,tcp,2
42433,other,3
43657,udp,3
37428,udp,3
35905,tcp,4
47166,other,4
44375,other,3
28978,udp,1
35028,udp,4
43077,tcp,8
11162,tcp,3
42083,udp,3
27380,other,4
14007,other,1
65157,tcp,9
14225,tcp,3
34259,tcp,4
1916,tcp,2
42060,tcp,4
3918,other,2
584,other,2
52576,other,5
41558,other,1
39842,udp,5
3274,tcp,1
36151,tcp,1
34011,udp,3
54947,udp,1
61196,other,4
1785,udp,4
28955,tcp,6
63668,udp,3
35005,tcp,2
4848,udp,2
36174,udp,1
56844,other,1
30607,udp,5
49332,tcp,5
16375,other,3
46101,other,1
47689,tcp,1
31643,other,4
38902,other,5
8027,tcp,2
9852,other,1
35755,other,4
45751,udp,1
47240,tcp,6
36910,tcp,3
11185,udp,2
62902,udp,3
62948,udp,2
13505,tcp,3
20560,tcp,2
50891,tcp,3
18457,udp,1
14628,tcp,3
3049,udp,4
23623,tcp,5
12511,udp,3
54319,tcp,6
19557,tcp,2
30655,tcp,5
56688,other,5
44403,tcp,5
18434,tcp,2
42842,udp,2
30678,udp,2
22993,other,1
35970,other,4
365,tcp,5
44982,tcp,2
14094,udp,6
11988,other,2
35584,tcp,4
6135,udp,2
3199,other,1
59248,tcp,5
43410,other,5
24746,tcp,3
22606,udp,2
17417,udp,2
13528,udp,2
6763,tcp,1
15348,tcp,3
57761,tcp,4
26815,udp,3
47522,other,3
27535,udp,3
58528,tcp,1
10080,other,3
36933,udp,3
43380,other,1
24965,other,6
19072,tcp,1
7923,other,3
31428,other,1
53801,tcp,2
5369,other,1
29826,other,3
63717,tcp,3
