dstport,protocol,tag
47005,icmp,sv_P1
51754,udp,sv_P2
54810,icmp,email
25268,icmp,sv_P4
26159,tcp,sv_P4
39132,udp,sv_P4
23536,tcp,email
50257,tcp,sv_P3
37255,icmp,email
35726,tcp,sv_P2
26421,icmp,sv_P3
56950,udp,sv_P1
22906,tcp,sv_P1
6036,tcp,sv_P5
55978,tcp,sv_P2
6565,icmp,sv_P2
1346,icmp,sv_P4
37127,tcp,sv_P4
51908,tcp,sv_P3
14581,tcp,email
38895,udp,sv_P1
38166,udp,sv_P3
31236,udp,sv_P4
22491,udp,sv_P3
14042,udp,email
16563,udp,email
20667,udp,sv_P2
57393,udp,sv_P4
42280,tcp,sv_P4
36204,tcp,email
33022,tcp,sv_P5
14344,icmp,email
5023,udp,sv_P1
14974,udp,sv_P4
851,icmp,sv_P2
63019,tcp,sv_P1
27828,udp,sv_P2
1501,udp,email
34713,tcp,sv_P3
34020,udp,sv_P5
35719,icmp,sv_P5
30113,udp,sv_P3
7239,tcp,email
2659,udp,sv_P1
35683,udp,sv_P4
12707,udp,sv_P2
17505,icmp,sv_P5
65020,udp,sv_P3
48363,tcp,sv_P2
37603,tcp,sv_P2
46129,icmp,email
54407,udp,sv_P2
4515,tcp,sv_P5
44154,udp,sv_P2
38112,icmp,sv_P2
35295,tcp,sv_P1
57192,tcp,sv_P3
53406,tcp,sv_P3
35928,udp,sv_P4
39902,icmp,sv_P5
41349,icmp,sv_P5
51603,icmp,sv_P2
2408,tcp,sv_P4
46403,tcp,sv_P1
61819,udp,sv_P3
31481,tcp,sv_P4
44185,udp,sv_P5
50466,udp,sv_P3
6043,icmp,sv_P3
29364,tcp,email
34404,tcp,sv_P3
45814,icmp,sv_P4
52266,udp,sv_P1
65532,icmp,sv_P4
37711,tcp,email
57550,tcp,sv_P3
65000,icmp,sv_P5
15004,tcp,sv_P1
31972,icmp,sv_P1
58497,icmp,sv_P1
44194,icmp,sv_P2
32395,tcp,sv_P4
408,tcp,sv_P4
14398,udp,sv_P4
60757,icmp,sv_P5
11161,udp,sv_P5
45871,tcp,sv_P3
61138,udp,sv_P3
32302,tcp,sv_P2
12176,udp,email
18697,icmp,sv_P2
35605,tcp,email
26119,tcp,email
27044,icmp,sv_P5
21874,udp,sv_P2
63148,icmp,sv_P3
29646,icmp,sv_P3
48028,icmp,sv_P4
43987,icmp,sv_P4
21249,udp,sv_P2
31931,udp,sv_P2
33590,udp,sv_P5
37415,icmp,sv_P2
25333,icmp,email
32816,icmp,sv_P3
27028,udp,sv_P4
42504,icmp,sv_P1
16966,icmp,email
42345,udp,sv_P4
20887,tcp,email
36157,tcp,sv_P4
24779,tcp,sv_P5
65065,tcp,sv_P4
64894,icmp,sv_P1
60681,tcp,email
58832,icmp,sv_P3
61426,icmp,sv_P1
54184,udp,email
54971,icmp,sv_P5
23431,udp,sv_P1
28251,udp,sv_P4
1731,tcp,sv_P1
30748,icmp,sv_P2
49178,icmp,sv_P4
46605,tcp,sv_P3
36772,udp,sv_P2
21262,tcp,sv_P2
10437,icmp,sv_P4
63629,udp,email
35730,udp,sv_P4
46957,icmp,email
40599,udp,sv_P4
12203,icmp,email
7962,icmp,sv_P3
27197,icmp,sv_P3
55525,tcp,email
31784,tcp,sv_P4
24844,icmp,email
6353,tcp,sv_P3
13766,icmp,sv_P3
57800,tcp,sv_P4
911,udp,sv_P5
37446,icmp,sv_P5
63841,tcp,email
42681,udp,sv_P1
52777,icmp,sv_P3
47243,tcp,email
9578,udp,sv_P2
38249,tcp,sv_P1
34340,tcp,email
45151,tcp,sv_P4
5987,tcp,sv_P5
9394,tcp,sv_P2
47421,tcp,sv_P1
5070,tcp,email
48018,tcp,email
45357,tcp,sv_P2
25006,tcp,sv_P5
65380,icmp,sv_P2
53781,tcp,sv_P2
23064,tcp,sv_P3
41938,tcp,sv_P4
29391,icmp,sv_P3
29744,icmp,sv_P4
57262,tcp,email
58613,icmp,sv_P2
46920,tcp,sv_P3
13810,udp,sv_P2
11060,udp,email
2107,udp,email
61750,udp,email
45783,udp,sv_P3
40541,icmp,sv_P4
35760,icmp,sv_P2
37387,tcp,sv_P1
12510,udp,sv_P2
56623,udp,sv_P2
36289,icmp,email
5188,udp,sv_P5
12174,tcp,sv_P3
27718,icmp,sv_P4
6421,tcp,email
15675,icmp,sv_P1
1984,udp,email
26567,udp,sv_P2
58232,udp,sv_P1
59562,tcp,email
25809,icmp,sv_P4
58146,udp,sv_P2
2129,udp,sv_P2
20414,udp,sv_P1
52241,tcp,sv_P1
21142,tcp,sv_P2
53974,udp,sv_P5
34460,udp,sv_P3
37552,icmp,sv_P3
51121,tcp,sv_P2
41826,tcp,sv_P1
15321,udp,email
22875,tcp,sv_P5
57746,icmp,sv_P3
6449,tcp,sv_P3
17787,udp,sv_P1
30028,udp,sv_P5
24166,udp,sv_P1
23843,icmp,sv_P4
31394,udp,sv_P4
45283,icmp,sv_P3
55768,udp,sv_P1
36605,udp,sv_P2
42107,icmp,sv_P4
44918,udp,sv_P4
14970,tcp,sv_P1
48698,icmp,sv_P5
23247,icmp,sv_P3
55027,udp,sv_P4
49769,tcp,sv_P1
28281,icmp,email
42286,udp,sv_P5
40554,icmp,sv_P3
45946,icmp,sv_P5
25865,udp,sv_P4
64763,tcp,sv_P1
30717,udp,sv_P5
62984,icmp,sv_P5
29308,icmp,sv_P2
49820,tcp,sv_P2
24057,udp,sv_P2
6596,udp,sv_P3
48623,tcp,sv_P4
52871,udp,sv_P2
28277,udp,email
25828,tcp,sv_P4
30345,tcp,sv_P5
22361,udp,sv_P5
14522,tcp,sv_P4
43874,icmp,sv_P5
19042,udp,sv_P4
13477,udp,sv_P1
43819,udp,sv_P3
45194,icmp,sv_P2
19590,tcp,sv_P2
13053,tcp,email
15525,tcp,sv_P2
44948,udp,email
32875,udp,sv_P4
58481,udp,sv_P5
58987,icmp,sv_P4
6174,tcp,sv_P1
32325,udp,sv_P3
5013,udp,email
51876,tcp,sv_P1
4149,udp,sv_P2
798,icmp,sv_P5
63860,tcp,sv_P2
42745,tcp,sv_P4
38769,udp,email
60643,udp,sv_P2
23700,icmp,sv_P4
42909,tcp,sv_P2
64057,icmp,sv_P4
7883,icmp,email
17139,udp,sv_P4
63741,icmp,sv_P3
42011,udp,email
27409,tcp,sv_P1
29221,udp,sv_P3
41963,icmp,sv_P5
42668,icmp,sv_P4
33383,icmp,sv_P4
40625,tcp,sv_P5
45182,tcp,sv_P2
54590,icmp,email
11866,icmp,sv_P3
7278,tcp,sv_P5
47540,icmp,email
59750,tcp,sv_P4
12815,icmp,sv_P2
65219,icmp,sv_P3
42660,udp,sv_P1
21050,udp,sv_P1
7114,udp,sv_P4
1209,tcp,sv_P3
12075,icmp,sv_P1
21011,tcp,sv_P1
61549,icmp,sv_P3
19792,tcp,sv_P3
501,icmp,sv_P4
57287,icmp,sv_P5
15327,icmp,sv_P1
20845,tcp,sv_P2
13387,tcp,sv_P3
22241,tcp,sv_P5
1291,icmp,sv_P3
61156,tcp,email
41710,udp,sv_P3
37300,tcp,sv_P4
56046,udp,sv_P1
6117,tcp,email
974,tcp,sv_P5
37141,tcp,sv_P3
37153,tcp,sv_P3
37241,udp,sv_P4
43639,udp,sv_P3
44964,icmp,sv_P2
53262,tcp,sv_P5
37973,udp,sv_P1
31918,icmp,sv_P4
30308,tcp,sv_P5
63450,icmp,sv_P3
50460,tcp,sv_P2
26333,tcp,sv_P1
57744,tcp,sv_P4
54709,icmp,sv_P5
43331,tcp,sv_P3
44101,udp,sv_P5
43964,icmp,sv_P5
9385,tcp,sv_P3
51952,icmp,sv_P3
46551,tcp,sv_P1
50430,icmp,sv_P2
37962,udp,sv_P1
2870,udp,email
42288,tcp,sv_P2
58661,udp,sv_P4
10033,icmp,sv_P5
12299,icmp,sv_P3
34255,tcp,sv_P5
19075,udp,sv_P4
41678,udp,sv_P5
58286,tcp,sv_P5
51128,udp,sv_P5
25127,icmp,sv_P1
12993,tcp,email
12949,udp,sv_P3
44471,tcp,sv_P5
34799,icmp,sv_P1
56220,tcp,email
31963,tcp,email
54561,tcp,sv_P4
1708,tcp,sv_P4
27235,tcp,sv_P2
57792,udp,sv_P4
7801,udp,sv_P2
62118,icmp,sv_P3
26198,icmp,sv_P5
7387,icmp,sv_P3
21390,icmp,sv_P2
64582,tcp,sv_P5
41628,tcp,sv_P3
23372,udp,email
61945,icmp,email
54096,udp,sv_P1
19470,tcp,sv_P5
22458,tcp,sv_P1
17515,icmp,sv_P2
51776,udp,sv_P5
53141,udp,email
10737,tcp,sv_P5
1849,udp,email
20183,udp,email
38591,udp,sv_P5
36030,tcp,sv_P3
65356,tcp,email
34129,udp,sv_P5
54194,icmp,sv_P3
43922,udp,sv_P5
28128,udp,sv_P1
38353,icmp,sv_P4
38295,udp,sv_P1
24272,tcp,sv_P4
3647,udp,sv_P2
63635,udp,sv_P5
39728,icmp,sv_P2
48881,icmp,sv_P1
39677,tcp,sv_P4
3475,tcp,sv_P3
6850,tcp,sv_P4
3847,udp,sv_P2
31537,udp,sv_P5
53106,tcp,sv_P1
8772,icmp,email
48081,udp,sv_P4
27679,tcp,sv_P1
23250,icmp,sv_P2
2324,icmp,email
1372,tcp,sv_P4
56798,udp,sv_P3
20348,udp,sv_P3
52822,tcp,sv_P2
56850,tcp,sv_P4
44217,tcp,email
29406,udp,sv_P1
37111,icmp,sv_P2
2565,udp,sv_P2
36589,udp,sv_P4
45131,icmp,sv_P2
2184,icmp,email
41101,icmp,sv_P5
64515,udp,sv_P4
55674,udp,email
30246,icmp,sv_P2
43536,icmp,sv_P3
27376,tcp,sv_P4
32959,udp,email
16167,icmp,sv_P2
48742,tcp,sv_P4
63216,icmp,email
28046,tcp,sv_P4
56429,udp,sv_P4
2292,tcp,sv_P3
25889,udp,sv_P4
53097,tcp,sv_P1
5154,tcp,sv_P2
43792,tcp,sv_P1
17152,udp,sv_P4
29017,icmp,email
24500,udp,sv_P5
8839,udp,sv_P4
6630,udp,sv_P4
31938,tcp,sv_P1
21911,tcp,sv_P2
36504,udp,sv_P2
1916,icmp,email
45414,tcp,email
9023,udp,sv_P2
10307,icmp,sv_P5
49571,icmp,sv_P3
39484,udp,email
16103,icmp,sv_P3
9965,icmp,sv_P4
30855,udp,sv_P1
61198,udp,sv_P1
21162,tcp,sv_P5
15072,icmp,sv_P2
30367,tcp,email
10274,tcp,sv_P2
8122,udp,email
59389,icmp,sv_P1
19343,icmp,sv_P2
8939,tcp,sv_P4
44134,tcp,email
35368,icmp,sv_P5
41910,icmp,email
23755,udp,sv_P3
6165,udp,sv_P3
25805,tcp,email
30680,tcp,email
42465,icmp,sv_P4
47227,icmp,sv_P4
21573,icmp,sv_P4
26558,tcp,sv_P1
40693,udp,sv_P3
19158,udp,sv_P3
46191,icmp,sv_P2
27842,tcp,sv_P5
65365,udp,sv_P3
61023,icmp,sv_P1
27786,udp,email
10631,icmp,sv_P2
7445,udp,sv_P4
46164,udp,email
37463,icmp,sv_P2
34381,icmp,sv_P2
33653,tcp,sv_P3
37869,udp,sv_P4
48431,udp,sv_P5
25099,tcp,sv_P3
30160,tcp,email
42215,icmp,sv_P2
54615,icmp,sv_P3
54456,tcp,sv_P3
39556,tcp,sv_P3
56022,tcp,email
48908,udp,sv_P3
13863,tcp,sv_P4
53726,tcp,sv_P2
34783,tcp,sv_P3
48789,icmp,email
13874,udp,sv_P1
35588,udp,sv_P1
37463,icmp,sv_P5
53230,tcp,sv_P3
18907,icmp,email
5741,udp,sv_P3
6697,tcp,email
15485,tcp,sv_P3
34638,tcp,sv_P4
39553,icmp,sv_P3
49788,udp,sv_P3
29330,tcp,sv_P4
63653,icmp,email
22365,udp,sv_P4
26619,udp,sv_P1
16345,icmp,sv_P4
43903,tcp,sv_P1
64717,tcp,email
24504,tcp,sv_P5
27686,icmp,sv_P2
44026,icmp,sv_P3
13824,icmp,sv_P2
8508,icmp,sv_P5
58591,tcp,sv_P2
63721,icmp,sv_P4
35096,tcp,sv_P2
60171,tcp,sv_P1
13240,udp,sv_P5
35926,icmp,sv_P3
48234,icmp,sv_P2
18915,udp,email
30800,udp,sv_P1
31674,tcp,sv_P3
57101,tcp,sv_P5
10234,icmp,sv_P5
64656,icmp,sv_P3
47077,udp,sv_P4
13114,tcp,sv_P5
4141,udp,sv_P3
50663,udp,sv_P3
21257,icmp,sv_P3
48639,icmp,email
22732,tcp,sv_P3
22126,tcp,sv_P5
12025,udp,sv_P2
18291,icmp,sv_P4
17394,udp,sv_P4
46546,tcp,sv_P4
24017,tcp,sv_P5
64933,icmp,sv_P5
17472,tcp,sv_P2
8504,tcp,sv_P5
43101,icmp,sv_P5
42567,udp,sv_P5
11695,tcp,email
1922,icmp,sv_P4
31745,udp,sv_P4
63061,icmp,sv_P4
47821,icmp,email
29411,icmp,sv_P3
30530,tcp,sv_P3
23286,icmp,sv_P5
3261,icmp,sv_P4
3999,udp,sv_P3
44884,udp,sv_P3
14636,icmp,sv_P1
50663,tcp,sv_P4
62330,icmp,sv_P4
2376,udp,sv_P3
56688,udp,sv_P2
2376,udp,sv_P1
12034,icmp,email
45845,tcp,sv_P5
14737,udp,sv_P2
13910,udp,sv_P3
179,udp,sv_P1
1552,tcp,sv_P2
23873,udp,email
62816,tcp,sv_P3
29451,tcp,email
42340,udp,sv_P3
20094,icmp,sv_P4
37417,icmp,sv_P4
32258,icmp,sv_P1
29865,udp,sv_P2
31812,udp,sv_P4
29632,icmp,sv_P2
28105,tcp,sv_P5
21829,udp,sv_P2
41734,udp,sv_P3
56916,udp,sv_P4
51338,icmp,email
14734,udp,email
3680,tcp,sv_P2
45507,icmp,sv_P2
42343,tcp,email
63819,icmp,sv_P1
62457,icmp,sv_P2
35585,tcp,sv_P3
24300,udp,email
31259,icmp,sv_P2
63072,icmp,sv_P4
8385,icmp,sv_P1
42643,udp,sv_P5
36893,udp,sv_P2
36972,udp,sv_P2
27765,tcp,sv_P5
26311,udp,sv_P1
20997,udp,sv_P5
17155,udp,sv_P5
31147,icmp,sv_P3
10345,udp,email
26683,udp,sv_P1
34558,icmp,email
58501,icmp,sv_P4
60275,icmp,sv_P3
54704,icmp,sv_P4
30188,udp,sv_P1
63516,udp,email
7966,icmp,sv_P1
30794,icmp,sv_P2
31720,icmp,sv_P4
36633,icmp,sv_P2
12283,tcp,sv_P4
39155,icmp,sv_P2
45997,tcp,sv_P1
59909,tcp,sv_P5
44822,icmp,sv_P3
5125,tcp,sv_P1
51877,icmp,sv_P3
57273,icmp,sv_P1
32396,tcp,sv_P2
46688,tcp,sv_P1
5202,udp,sv_P4
44754,tcp,email
61415,icmp,sv_P1
36599,tcp,sv_P4
879,icmp,sv_P3
44628,tcp,sv_P2
45494,icmp,sv_P2
7874,tcp,sv_P1
44855,tcp,sv_P1
65119,udp,sv_P5
3486,tcp,sv_P5
5053,icmp,email
18946,udp,sv_P2
7717,tcp,sv_P5
14470,udp,sv_P4
21256,udp,sv_P5
20323,icmp,email
62633,icmp,email
44523,icmp,sv_P5
4546,udp,email
28595,udp,sv_P5
16260,tcp,sv_P4
34853,icmp,sv_P5
20048,icmp,sv_P1
11077,udp,sv_P2
43106,icmp,sv_P1
5250,tcp,sv_P5
26128,icmp,email
8087,udp,sv_P3
31234,tcp,sv_P5
5856,udp,sv_P5
4328,tcp,sv_P3
27249,tcp,email
56427,udp,sv_P2
30128,tcp,sv_P5
54728,icmp,sv_P1
63139,icmp,sv_P4
59208,udp,sv_P5
5810,icmp,email
20385,tcp,email
64160,icmp,email
6920,udp,sv_P5
63358,tcp,sv_P2
1541,icmp,sv_P4
12734,tcp,sv_P1
18004,udp,sv_P1
38147,udp,sv_P4
5550,udp,sv_P2
14689,udp,sv_P3
56209,tcp,sv_P4
37497,icmp,sv_P4
13426,udp,email
31608,tcp,email
47687,udp,email
28554,udp,sv_P5
3990,icmp,email
32025,icmp,sv_P2
41893,icmp,sv_P4
42929,udp,email
6093,icmp,sv_P4
9710,icmp,email
63488,tcp,sv_P5
2161,udp,sv_P3
21562,udp,sv_P1
57355,tcp,sv_P5
19180,udp,sv_P1
12325,udp,sv_P3
60071,udp,sv_P5
56135,icmp,sv_P2
43146,icmp,sv_P1
60599,icmp,sv_P1
22142,icmp,sv_P3
6158,icmp,sv_P4
12476,icmp,email
28925,tcp,email
47002,udp,sv_P1
9141,udp,sv_P4
18579,icmp,sv_P5
30271,tcp,sv_P4
37144,icmp,sv_P3
49385,icmp,sv_P2
31774,udp,email
55432,tcp,sv_P4
49686,udp,sv_P1
46085,tcp,sv_P5
43306,icmp,sv_P2
41681,icmp,sv_P5
49530,tcp,email
23402,tcp,sv_P5
32646,udp,sv_P2
46352,udp,sv_P3
33235,tcp,sv_P1
53968,tcp,sv_P5
63129,udp,sv_P3
7049,udp,sv_P2
46167,tcp,sv_P4
41081,icmp,sv_P2
27616,icmp,sv_P1
36635,icmp,sv_P4
14667,tcp,email
8746,tcp,sv_P1
52406,udp,sv_P1
33389,tcp,sv_P1
38152,icmp,sv_P4
64508,icmp,email
63655,tcp,sv_P3
25486,udp,sv_P2
41743,udp,sv_P4
39974,icmp,sv_P5
60231,udp,sv_P2
11873,tcp,email
5498,udp,sv_P4
57744,tcp,sv_P2
57013,udp,email
58403,udp,email
5014,udp,sv_P4
57148,udp,sv_P4
40256,icmp,sv_P2
21133,udp,sv_P5
25850,icmp,sv_P2
19614,icmp,sv_P2
1741,icmp,sv_P1
20498,udp,sv_P2
10016,tcp,sv_P5
38038,udp,sv_P5
53133,tcp,sv_P4
33972,tcp,sv_P5
22110,udp,sv_P4
39095,udp,sv_P4
21486,udp,sv_P3
25893,tcp,sv_P3
61612,tcp,sv_P1
39848,icmp,sv_P3
24686,icmp,sv_P3
7153,udp,sv_P4
9853,udp,sv_P3
17637,udp,sv_P4
27101,udp,sv_P3
58468,icmp,sv_P3
1939,udp,email
27984,icmp,sv_P5
55464,icmp,sv_P5
49708,udp,email
55464,tcp,sv_P2
63904,icmp,email
50560,udp,sv_P5
20301,tcp,sv_P2
63497,tcp,email
40808,udp,sv_P2
16515,tcp,sv_P1
54037,icmp,sv_P2
48186,icmp,sv_P3
33057,udp,email
23738,icmp,email
40306,icmp,sv_P2
17736,udp,sv_P2
44468,icmp,sv_P1
44041,udp,sv_P2
40684,udp,email
148,udp,email
58123,icmp,sv_P1
40836,tcp,sv_P2
59633,udp,sv_P2
29068,udp,sv_P2
3349,udp,sv_P3
23359,tcp,sv_P5
12651,icmp,sv_P1
36023,udp,sv_P3
18937,udp,sv_P3
51866,tcp,sv_P5
30760,tcp,sv_P1
46592,tcp,sv_P5
51239,udp,email
5915,udp,sv_P5
58645,udp,sv_P2
33931,udp,sv_P5
16578,tcp,sv_P1
59991,tcp,sv_P3
4901,udp,sv_P4
9774,udp,sv_P1
57588,udp,sv_P4
26402,udp,email
59334,icmp,sv_P2
39235,tcp,sv_P1
57224,tcp,sv_P3
26157,udp,email
9984,icmp,sv_P5
52067,tcp,sv_P3
44581,icmp,sv_P3
11388,icmp,sv_P4
6532,udp,sv_P5
21167,icmp,sv_P1
41948,icmp,sv_P1
24916,tcp,sv_P2
5761,icmp,sv_P3
25846,icmp,sv_P3
27612,icmp,email
43053,udp,sv_P5
63039,icmp,sv_P3
19683,tcp,email
39434,tcp,sv_P5
48220,icmp,sv_P3
9031,udp,email
59549,udp,sv_P3
44173,tcp,sv_P1
16802,udp,sv_P5
34873,tcp,sv_P4
52236,icmp,sv_P1
65462,udp,email
7931,icmp,sv_P4
34838,icmp,sv_P4
19624,udp,sv_P1
33639,udp,sv_P4
63634,udp,sv_P1
7893,udp,email
11097,udp,sv_P3
11917,udp,sv_P2
16594,tcp,sv_P1
21116,udp,sv_P2
20209,tcp,sv_P2
47325,udp,sv_P2
51951,udp,sv_P2
40054,tcp,sv_P3
5387,tcp,sv_P5
9915,tcp,sv_P4
45675,udp,sv_P2
1800,udp,sv_P2
9286,tcp,sv_P5
43293,icmp,sv_P4
6937,udp,sv_P3
59658,tcp,sv_P2
11986,icmp,sv_P1
40010,udp,sv_P1
51232,tcp,sv_P4
26061,udp,email
21235,tcp,sv_P4
32467,icmp,sv_P1
56659,udp,sv_P4
24016,tcp,sv_P2
53522,icmp,sv_P3
29768,icmp,sv_P4
45937,udp,sv_P2
57050,icmp,sv_P3
61200,icmp,sv_P5
64308,udp,sv_P2
39304,icmp,sv_P4
33396,tcp,sv_P2
53673,udp,sv_P2
8051,icmp,sv_P4
12899,icmp,sv_P3
42023,icmp,sv_P2
56786,tcp,sv_P1
40154,icmp,sv_P3
40405,udp,sv_P2
3533,tcp,sv_P5
54709,icmp,sv_P3
19504,udp,sv_P5
19605,icmp,sv_P5
452,icmp,sv_P4
20344,icmp,email
30177,udp,sv_P4
6316,tcp,sv_P3
33309,udp,sv_P4
61302,icmp,sv_P2
59740,udp,sv_P3
12415,tcp,sv_P5
30411,tcp,sv_P1
2204,udp,sv_P2
62844,tcp,sv_P5
12936,udp,email
21822,udp,sv_P2
40931,udp,sv_P3
583,tcp,sv_P4
24707,icmp,email
51464,udp,sv_P3
30034,udp,email
41674,tcp,sv_P4
6233,icmp,sv_P4
54946,tcp,sv_P4
24328,icmp,sv_P4
43833,tcp,sv_P2
65311,tcp,sv_P3
51206,udp,sv_P5
20956,icmp,email
13040,icmp,email
32919,udp,email
14746,icmp,sv_P2
1320,udp,email
16203,udp,sv_P2
44319,udp,sv_P4
50516,icmp,email
4629,udp,sv_P3
25865,icmp,sv_P2
22282,icmp,sv_P1
21141,tcp,sv_P5
26379,icmp,sv_P2
7510,udp,sv_P3
32111,tcp,email
4552,tcp,sv_P1
30206,udp,sv_P4
34381,icmp,sv_P3
17331,tcp,sv_P1
40036,icmp,sv_P4
2440,tcp,sv_P4
40885,udp,sv_P1
27190,udp,sv_P4
58333,tcp,sv_P5
52665,icmp,sv_P5
40031,udp,sv_P1
25728,icmp,sv_P4
8084,udp,email
64022,tcp,sv_P1
49479,icmp,email
2693,icmp,sv_P3
19648,udp,sv_P1
61289,tcp,sv_P2
58053,udp,email
17100,icmp,sv_P4
45466,tcp,sv_P5
64192,tcp,email
32341,udp,sv_P4
26073,icmp,sv_P1
64776,icmp,sv_P2
13771,tcp,sv_P2
5840,icmp,sv_P5
17170,udp,sv_P1
36434,udp,sv_P5
25793,tcp,email
54948,icmp,sv_P5
58070,icmp,sv_P5
22547,udp,sv_P3
49590,icmp,sv_P4
23487,icmp,sv_P1
59506,udp,email
34283,tcp,sv_P4
62230,tcp,sv_P4
55399,udp,sv_P4
14930,icmp,sv_P3
16423,icmp,sv_P1
63509,udp,sv_P4
6443,udp,sv_P3
27646,udp,sv_P4
12557,tcp,email
12746,icmp,sv_P3
10384,icmp,sv_P2
49236,udp,sv_P2
22219,icmp,sv_P2
45942,tcp,sv_P1
61635,tcp,sv_P3
43648,udp,sv_P3
36460,icmp,sv_P4
16633,icmp,sv_P2
45288,tcp,sv_P4
34881,udp,sv_P3
27643,tcp,sv_P2
32256,icmp,email
21820,udp,sv_P5
27455,tcp,email
21159,tcp,sv_P3
40903,icmp,sv_P3
52930,udp,sv_P5
60255,udp,sv_P3
36855,icmp,sv_P4
3084,tcp,sv_P1
9146,udp,sv_P4
15702,icmp,sv_P3
30116,tcp,sv_P2
52827,icmp,sv_P1
561,udp,sv_P2
30931,icmp,sv_P1
57197,icmp,sv_P4
44060,tcp,sv_P2
28710,tcp,sv_P1
17793,tcp,sv_P2
55222,udp,sv_P4
27457,icmp,sv_P2
38582,tcp,sv_P3
13707,icmp,sv_P1
37731,udp,sv_P5
48744,icmp,sv_P5
50179,tcp,email
19104,tcp,sv_P4
2266,udp,sv_P3
50921,tcp,email
39811,udp,sv_P2
38761,tcp,sv_P4
23609,udp,sv_P2
8794,udp,sv_P4
19496,udp,email
7949,icmp,sv_P5
59600,icmp,sv_P3
63423,udp,sv_P4
47134,tcp,sv_P1
47098,tcp,sv_P3
7622,udp,sv_P3
42782,udp,sv_P1
59331,udp,sv_P4
54937,icmp,email
60372,tcp,sv_P5
63599,icmp,sv_P5
48929,icmp,sv_P1
17151,tcp,sv_P1
18987,icmp,sv_P3
63429,icmp,sv_P2
9341,tcp,sv_P5
35210,icmp,email
37696,tcp,sv_P3
14683,udp,sv_P1
36502,icmp,sv_P5
53578,udp,email
14223,tcp,sv_P1
41467,udp,sv_P5
46536,icmp,sv_P4
45084,tcp,email
10245,udp,sv_P2
11625,tcp,sv_P2
48511,icmp,sv_P3
49848,tcp,sv_P2
20733,udp,sv_P4
55198,icmp,sv_P1
44190,udp,sv_P2
19653,icmp,sv_P4
54876,tcp,sv_P5
57192,udp,sv_P4
43669,icmp,sv_P1
55583,icmp,sv_P5
19855,tcp,sv_P2
5929,udp,sv_P3
39887,tcp,sv_P4
40376,tcp,email
726,tcp,sv_P5
30349,icmp,sv_P3
20558,udp,sv_P1
16526,icmp,email
13203,udp,sv_P2
53032,udp,sv_P4
29964,tcp,sv_P4
48924,tcp,sv_P5
36651,tcp,sv_P4
30416,udp,email
50176,tcp,sv_P4
34683,icmp,sv_P5
11012,icmp,sv_P1
63102,udp,sv_P2
27791,icmp,sv_P2
42441,tcp,sv_P4
43321,icmp,sv_P5
59179,icmp,email
41076,tcp,sv_P4
61754,udp,sv_P3
61683,tcp,sv_P4
40462,tcp,sv_P1
22131,tcp,email
862,udp,sv_P5
4334,udp,sv_P3
27171,tcp,sv_P1
38884,icmp,email
11862,udp,sv_P3
62844,tcp,sv_P1
63276,icmp,sv_P1
22749,icmp,email
30711,tcp,sv_P5
54484,udp,sv_P1
47934,tcp,sv_P2
769,udp,sv_P4
57147,icmp,sv_P2
30309,udp,sv_P3
22903,tcp,sv_P3
29052,icmp,sv_P4
17726,udp,sv_P5
9506,icmp,email
19939,icmp,sv_P5
53011,icmp,sv_P5
29075,icmp,sv_P1
56451,icmp,email
47657,tcp,sv_P3
36830,udp,sv_P3
59729,tcp,sv_P4
28327,tcp,sv_P5
55623,icmp,email
32742,tcp,sv_P5
60351,udp,sv_P5
45583,tcp,sv_P2
34852,tcp,sv_P3
44216,tcp,sv_P2
41137,icmp,sv_P5
14041,icmp,sv_P4
43588,tcp,sv_P3
3654,icmp,sv_P1
51971,tcp,sv_P4
37534,tcp,sv_P2
34251,udp,sv_P3
39639,udp,sv_P4
5629,icmp,email
30291,icmp,sv_P5
27932,icmp,sv_P4
30963,tcp,email
10494,udp,sv_P1
17675,icmp,sv_P2
34094,icmp,email
45724,icmp,sv_P4
36316,tcp,sv_P5
40932,tcp,sv_P1
37668,icmp,email
36807,tcp,sv_P5
58603,udp,sv_P5
22086,icmp,sv_P3
50046,udp,email
61124,tcp,sv_P5
52999,icmp,email
52227,udp,sv_P4
25592,icmp,email
55569,icmp,sv_P2
58200,udp,email
31704,udp,sv_P4
40155,tcp,sv_P2
52737,udp,sv_P1
31221,tcp,sv_P3
38595,icmp,email
22453,icmp,sv_P1
37315,udp,sv_P5
65407,icmp,email
18914,icmp,sv_P3
17383,tcp,email
16604,udp,sv_P2
46232,udp,sv_P2
41022,tcp,sv_P3
26443,udp,sv_P5
28321,icmp,sv_P5
42656,icmp,sv_P5
58021,tcp,sv_P5
55104,icmp,sv_P2
38641,tcp,email
11174,icmp,sv_P2
53940,udp,sv_P1
65212,udp,sv_P4
30338,udp,sv_P3
51548,icmp,sv_P2
21485,icmp,sv_P1
2643,tcp,sv_P1
38721,udp,sv_P1
16020,icmp,sv_P2
5237,udp,sv_P5
17715,icmp,sv_P4
55934,udp,email
19516,icmp,email
30920,tcp,sv_P3
5617,tcp,email
1060,udp,email
57705,udp,email
16584,icmp,email
59617,icmp,sv_P2
38412,udp,email
2612,icmp,sv_P3
24493,udp,sv_P1
20403,tcp,sv_P2
36189,icmp,sv_P4
